nom_recherche,trouve,personne_id,nom_tmdb,alias,date_naissance,date_deces,lieu_naissance,genre,departement_connu,biographie,popularite,url_photo,imdb_id,nb_films_realises,filmographie,film_miniature
Régis Wargnier,TRUE,27614,Régis Wargnier,NA,1948-04-18,NA,"Metz, Moselle, France",Homme,Directing,"Régis Wargnier (born 18 April 1948) is a French film director, film producer, screenwriter and film score composer. His 1992 film Indochine won the Academy Award for Best Foreign Language Film at the 65th Academy Awards. His 1995 A French Woman was entered into the 19th Moscow International Film Festival where he won the Silver St. George for the Direction.

Source: Article ""Régis Wargnier"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",0.7062,https://image.tmdb.org/t/p/w500/ka0En8NabCQKOD25hfgLVccluzi.jpg,nm0912224,13,,./img_persons_tmdb/img_png/img_27614.png
Martin Bourboulon,TRUE,1422940,Martin Bourboulon,NA,1979-06-27,NA,France,Homme,Directing,"Son of producer Frédéric Bourboulon, Martin Bourboulon began his career as an assistant director on a dozen feature films including laissez-passer (2002) by Bertrand Tavernier, produced by his father, or Bon Voyage (2003) by Jean- Paul Rappeneau.

He then signed his first directorial film with the short film Sale Hasard (2003). He then directed a second short, Emprise (2007), before turning to advertising. At the same time, he joined the team of the program Les Guignols de l'info.

While continuing to make commercials, he moved on to feature films in 2015 with Papa ou Maman. He directed the sequel in 2016 then the film Eiffel in 2021 before moving on to the diptych of the Three Musketeers, scheduled for release in 2023.

To do this, he found producer Dimitri Rassam, already at work on the two Papa ou Maman

After these two films, he will continue to work with Dimitri Rassam for an adaptation of 13 jours, 13 nuits dans l'enfer de Kaboul, a book by Mohamed Bida recounting the evacuation of Afghan civilians and French diplomats by the police and the army.

French during the fall of Kabul in August 2021. Roschdy Zem will play the main role.

- IMDb Mini Biography By: yusufpiskin",0.7556,https://image.tmdb.org/t/p/w500/2AXctVOQp9T12r1L4iB0UptLNsj.jpg,nm1113528,6,,./img_persons_tmdb/img_png/img_1422940.png
Cédric Jimenez,TRUE,1002647,Cédric Jimenez,NA,1976-06-26,NA,"Marseille, Bouches-du-Rhône, France",Homme,Directing,"Cédric Jimenez (born 26 June 1976) is a French film producer, film director and screenwriter.

Jimenez's 2014 film The Connection (La French), starring Academy Award winner Jean Dujardin, premiered at the Toronto International Film Festival.

In 2015, he directed an adaptation of Laurent Binet's prize-winning novel HHhH, starring Jason Clarke, Rosamund Pike, Mia Wasikowska, Jack O'Connell and Jack Reynor. The film was released the following year.

In 2001, Jimenez had a daughter with French actress Karole Rocher.

Jimenez was in a relationship with French director Audrey Diwan, with whom he had two children, born in 2007 and 2008, respectively. Jimenez and Diwan separated in 2018.

Source: Article ""Cédric Jimenez"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",0.7414,https://image.tmdb.org/t/p/w500/1kYOeygLOQQ7ub3pQlp9U7gsb9M.jpg,nm1473428,9,,./img_persons_tmdb/img_png/img_1002647.png
Abe Levitow,TRUE,100890,Abe Levitow,Abraham Levitow,1922-07-02,1975-05-08,"Los Angeles, California, USA",Homme,Visual Effects,"Abraham Levitow (July 2, 1922 – May 8, 1975) was an American animator who worked at Warner Bros. Cartoons, UPA and MGM Animation/Visual Arts. He is best known for his work under Chuck Jones' direction.

Levitow began working as an in-betweener and assistant animator at Warner Bros. Cartoons in 1940 at the age of 17. He briefly left Warner Bros. when he was drafted during World War II working on training films. Levitow returned to the studio, working as an assistant animator for Ken Harris under the Chuck Jones unit, and he was later promoted to animator in 1950 and would receive his first animations credit in 1953 for the cartoon Wild Over You. He worked steadily for Jones over the remainder of the 1950s, and directed several cartoons for release in 1959, including the Pepé Le Pew cartoon ""Really Scent"". While working under Jones, he made characters' joints more angular than most other animators. Those characters with fur (Wile E. Coyote, for example) looked especially shaggy in Levitow's scenes.

Levitow joined UPA in 1958 to work on the Mr. Magoo feature 1001 Arabian Nights, staying behind even after the studio was sold to Henry G. Saperstein. In 1962, he directed the first feature-length animated television special, Mr. Magoo's Christmas Carol. 1962 also saw the release of his theatrical feature Gay Purr-ee. By 1962, he was working with Jones at MGM as an animator and a director in the Tom and Jerry series. He co-directed the feature film The Phantom Tollbooth with Chuck Jones at MGM. In addition, he worked with UPA on more Mr. Magoo cartoons, including The Famous Adventures of Mr. Magoo, and also collaborated with Chuck again on the program Curiosity Shop through Format Films. He animated on the Chuck Jones-produced A Christmas Carol, directed by Richard Williams at Williams' London studio in 1971.

In 1972, he and producer Dave Hanson founded Levitow/Hanson Films. The studio produced several animated pieces for Sesame Street, the most notable being Willie Wimple. His last completed project was B.C.: The First Thanksgiving, which aired in November of 1973.

At the time of his death, Levitow was in line to direct the animated feature film Raggedy Ann & Andy: A Musical Adventure. The project was taken over by Richard Williams when Levitow died from a bone tumor during pre-production at the age of 52.

[biography (excerpted) from Wikipedia]",0.6883,https://image.tmdb.org/t/p/w500/k73isOkYIdwGwD7Qr3aYa5Alkdw.jpg,nm0506187,27,,./img_persons_tmdb/img_png/img_100890.png
Donald Petrie,TRUE,18281,Donald Petrie,NA,1954-04-02,NA,"New York City, New York, USA",Homme,Directing,"Donald Mark Petrie (born April 2, 1954) is an American film director and actor.

Description above from the Wikipedia article Donald Petrie, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.4427,https://image.tmdb.org/t/p/w500/yQnsMLDqr5armucP5KmRPdB9gNt.jpg,nm0677953,15,,./img_persons_tmdb/img_png/img_18281.png
Juan Frank Hernandez,TRUE,4563137,Juan Frank Hernandez,Juan-Sébastien Hernandez Francoeur,NA,NA,NA,Non specifie,Directing,,0.4722,NA,NA,4,,NA
Matt Dillon,TRUE,6495672,Matt Dillon,NA,1995-04-11,NA,"Nashville, Tennessee, USA",Homme,Directing,"Matt Dillon developed a passion for cinema at an early age. Now living outside of Nashville, he writes movie reviews under the alias Mattsevilreviews and creates unboxing videos for select media distributors. He has also appeared in films and worked behind the scenes on various productions. He is the founder of Scorched Cabin Productions and is developing his first horror short as a director.",0,https://image.tmdb.org/t/p/w500/5RvBzYZ9doZgf2CUKIqDf43vsax.jpg,nm18742438,1,,./img_persons_tmdb/img_png/img_6495672.png
Alexis Michalik,TRUE,431148,Alexis Michalik,NA,1982-12-13,NA,"Paris, France",Homme,Acting,"Alexis Michalik, born 13 December 1982, is a Franco-British actor, scriptwriter and director. He adapted Shakespeare's Romeo and Juliet into his play R&J and he has written and staged his own plays, including Le Porteur d'histoire, Le Cercle des illusionnistes, Edmond and Intra Muros. He has acted in a number of films, including Sagan by Diane Kurys and Le Chant du loup by Abel Lanzac and he has acted in a number of TV series, mini-series, and TV films, including the series Kaboul Kitchen by Allan Mauduit and Jean-Patrick Benes. He has received various Molière awards for his plays.

He is the son of a Polish father, an artist, and a British mother. He was raised in the quartier des Abbesses in the 18th arrondissement of Paris. He studied at the collège Jules-Ferry, and at the conservatoire in the 19th arrondissement, and he passed the entrance examination for the Conservatoire national d'art dramatique.

His first stage role was as Roméo in 2001, in the play Juliette et Roméo directed by Irina Brook at the théâtre de Chaillot.

In 2003, he was admitted to the Conservatoire national supérieur d'art dramatique (CNSAD) in Paris. However, he gave up his place to stage his first show, Une folle journée, an adaptation of Mariage de Figaro by Beaumarchais. He created the show in 2005 at the Festival d'Avignon Off in the théâtre des Corps Saints, playing the role of the Count. Michalik used the name of his source material to name his theatre company, Los Figaros.

In 2006, he created La Mégère à peu près apprivoisée at Théâtre La Luna (Buffon), a musical comedy adaptation of the play by Shakespeare, in which he played the role of Petruchio. He met Arthur Jugnot, who produced the play in Avignon in 2007 et 2008, at the théâtre des Béliers, then in 2009 at the Vingtième Théâtre and then in 2010 at Le Splendid. The adaption was then put on television on the show Paris Première. During this show, he met Dominique Besnehard, the show's host, who would later produce two of Michalik's first short films.

In 2008, he created R&J, an adaptation of Roméo et Juliette by Shakespeare for three actors. In this production, he played various roles, including Romeo. The play was done in the théâtre des Béliers in Avignon, and then at the Ciné 13 Théâtre and at Studio des Champs-Elysées.

In 2010, he adapted and directed the second act of Carmen by Bizet, in a show titled Carmen Rock & Soul Opéra. The show, which was put on at the Festival des Mises en capsules, starred the singer Julie Zenatti in the title role and Christophe Mali (Tryo) playing Don José, and 20 other actors, singers, dancers and musicians. The show as done at Ciné 13 Théâtre.

Then Benjamin Bellecour, co-director of Ciné 13 Théâtre, invited Michalik to write and direct Michalik's first play, Le Porteur d'histoire. The play was done in a shortened form at the Festival Faits d'Hiver. In July 2011, the play was done in its current form at Théâtre des Béliers . The play came back to Avignon in 2012 and also was done in Paris at Théâtre 13 Jardin, where it was received well by the public and critics. His play was done again at the Studio des Champs-Élysées in February 2013 and at Théâtre des Béliers in 2017. ...

Source: Article ""Alexis Michalik"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",1.2388,https://image.tmdb.org/t/p/w500/mTkQ8zxBj9uIFJeN5yR3uKOGMnk.jpg,nm1119022,4,,./img_persons_tmdb/img_png/img_431148.png
Mick Davis,TRUE,59248,Mick Davis,NA,1961-08-01,NA,"Glasgow, Scotland, UK",Homme,Writing,,1.0253,NA,nm0205169,6,,NA
Ivana Cuevas,TRUE,4225763,Ivana Cuevas,NA,NA,NA,NA,Non specifie,Production,,0.2775,NA,NA,1,,NA
Gian Luigi Polidoro,TRUE,1144650,Gian Luigi Polidoro,"Igi Polidoro, Gian-Luigi Polidoro",1928-02-04,2000-09-05,"Bassano del Grappa, Veneto, Italy",Homme,Directing,Gian Luigi Polidoro (4 February 1927 – 7 September 2000) was an Italian film director and screenwriter. He directed 16 films between 1956 and 1998. His 1963 film Il diavolo won the Golden Bear at the 13th Berlin International Film Festival.,0.5067,https://image.tmdb.org/t/p/w500/uIQndmGbV7SydKyV5UJeXYrTiHx.jpg,nm0689121,12,,./img_persons_tmdb/img_png/img_1144650.png
Matthew Heineman,TRUE,971292,Matthew Heineman,Мэттью Хайнеман,1983-11-30,NA,"Washington, D.C., USA",Homme,Directing,"Matthew Heineman (born June 6, 1983) is an American documentary filmmaker, director, and producer. His inspiration and fascination with American history led him to early success with the documentary film Cartel Land, which was nominated for an Academy Award for Best Documentary Feature Film, a BAFTA Award for Best Documentary, and won three Primetime Emmy Awards.

In 2009, Heineman founded his New York–based production company Our Time Projects, Inc., which would later release Our Time, his first documentary film about what it's like to be young in America, which he shot in the lower 48 states while travelling in an RV with three of his friends after graduating from college.

His 2021 film The First Wave received the Pare Lorentz Award from the International Documentary Association, was shortlisted for an Academy Award, and was nominated for seven Emmy Awards, winning Best Documentary, Best Cinematography, and Best Editing. The 2022 film Retrograde was nominated for the Directors Guild of America Award for Outstanding Directing at the Producers Guild of America Awards and won Outstanding Editing at the News and Documentary Emmy Awards.

Description above from the Wikipedia article Matthew Heineman, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.9213,https://image.tmdb.org/t/p/w500/8oCaZnxxJfJuYUSfnotfiyyu5Dm.jpg,nm1292648,13,,./img_persons_tmdb/img_png/img_971292.png
Gareth Evans,TRUE,142013,Gareth Evans,Gareth Huw Evans,1980-04-06,NA,"Hirwaun, Cynon Valley, Wales",Homme,Directing,"Gareth Huw Evans (born April 6, 1980) is a Welsh film director, screenwriter, editor, and action choreographer. He is best known for the Indonesian action crime films Merantau (2009), The Raid (2011), and The Raid 2 (2014), and for bringing the Indonesian martial art of pencak silat into world cinema through these films.  He is also known for co-creating, co-writing, co-directing, and executive producing the Sky Atlantic/AMC action crime drama television series Gangs of London(2020–present) alongside Matt Flannery, based on the 2006 video game of the same name.

Description above from the Wikipedia article Gareth Evans (filmmaker), licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.2747,https://image.tmdb.org/t/p/w500/2skpocnewERTPODPNvwgL5czLzG.jpg,nm2153088,10,,./img_persons_tmdb/img_png/img_142013.png
