df_goopldet.place_id,df_goopldet.adresse,df_goopldet.nom,df_goopldet.telephone,df_goopldet.url,df_goopldet.types,df_goopldet.type.princ,df_goopldet.note_globale,df_goopldet.nb_notes,df_goopldet.moy_anciennete_avis,df_goopldet.med_anciennete_avis,df_goopldet.nb_notes.s,df_goopldet.type.princ.fr,df_goopl.id,df_goopl.reference,INSEE_COM,df_goopl.lng,df_goopl.lat,df_goopldet.moy_anciennete_avis.rang
ChIJ796tkZty5kcRVagYjou4Hjg,"2 Rue des Laitières, 94300 Vincennes, France",Chevalier Danie Josiane,+33 6 65 55 72 91,https://maps.google.com/?cid=4043872424949229653,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,0989a764a4dd6b325902331879227bd29054b98d,CmRRAAAAARNnCE1CHW2yNPktrb0rFAGkp-u5R2e5fIveMHWvumEocuXmdgvEgJVOQx26PksZdPqDFUnSVAfOX_b-7Q77PNMsfBvCfwxT0KDnOBvV4Vx4F4oAR3AxiEp0AG_eBFJMEhDLw7GWK06v-1ryoHXD1x3VGhRmQVF6vnKsSmsMM9RkYVe9IgSbMw,93048,2.4259573,48.8487623,
ChIJ796tkZty5kcRVEiQulzoBt4,"2 Rue des Laitières, 94300 Vincennes, France",Dolores Fernandes,+33 6 98 08 81 27,https://maps.google.com/?cid=15998730211244918868,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,9cb8c07aae1ed2cfc9d1a65257119b665c852c6b,CmRSAAAAi2I1XbP4T50ZRXwJz2mQiMtNXFBgumGIGy2x89Y3moBVo82mz9WnTs87aV7XufrJhFf9T-JDKzBnNf8MRLYPmbny-FxekVz5isFOqce-uBIkxrmacdmUTdNAirViu7u1EhBpKP0ghUau5kiFtJzqxjjRGhQT3HQiZSe2PoltfUFLJnhSGCEOzw,93048,2.4259573,48.8487623,
ChIJ7bQkVn1t5kcRCBtgtcaKVlI,"3 Rue Paul Eluard, 93100 Montreuil, France",École élémentaire Voltaire,+33 1 55 86 65 77,https://maps.google.com/?cid=5933082145158339336,"c(""school"", ""point_of_interest"", ""establishment"")",school,1,1,69,69,1_4,école,e11f56cab244c70436297032771708eab3c1df18,CmRRAAAA8zQmO9ufJU4CqONvrikhRjgPz_O1fXTJmwiFM6gjbr2AuF2YCYGxb2NNIRjXe-SJTZtQ9jTM4yfBLAhRlKvdhk9xh3ebaBfmTTSPFwzFk_NNSK1ktZk-zlFc0wuXq21pEhA9qIsOKxVy87p_PMTI5Af-GhSXdGM_yIfx0_c-IhgN9xbkfZ5tuw,93048,2.4226082,48.854653,
ChIJ7c_CkZ5y5kcRKjBjpXaWTy8,"101 Rue François Arago, 93100 Montreuil, France",Afodea,+33 1 48 59 76 90,https://maps.google.com/?cid=3409108879267803178,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,f128ad4f1a8542ee1f780aadabca8498596bfe44,CmRRAAAA0KOKhqpbtD4NSe_3BVnsscOBbIvi38daprUsf0k8AKrJIR4DhHpNA9QiObYs1Ar8M9SSRutkmZeeX8CMDDb83uwMVQ9jVAVKYbY9JLGeBSrSC97n9TD1jVap8DOKgbfCEhC42J0sAbz7mjmYjB8LZKDOGhTj1uOqmJKVyT8hci_OMFJ8W3gRwQ,93048,2.4293863,48.8512831,
ChIJ7chZZFJt5kcRcrPIDurGEg0,"14 Rue Gaston Monmousseau, 93100 Montreuil, France",Perfettini Jean,+33 1 48 57 64 47,https://maps.google.com/?cid=942033980646536050,"c(""furniture_store"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",furniture_store,,0,,,0,magasin de meubles,6035abad216fb4a4fe081e8ec5fe04d880ca5615,CmRRAAAAZXqnUHnDrmYx0W08g1JnWZWaPeQx9IvJBL_KWzVwuDtOU1B5D1r11dKJZ_sXSppGxHktTs_aedN5snA06dTspg0VQhKDfA0O5PhOHnSe83hjmieiDLSwYUY5_joOcgHnEhDiEuzH11Pop38n3QtT6Y4XGhTrx4Qo3tU7uDsMTNggciXb51jbtg,93048,2.4543498,48.8631194,
ChIJ7dhmf0Jt5kcRp1iyL6v79Jc,"68 Avenue Faidherbe, 93100 Montreuil, France",Sion David,+33 9 53 34 02 42,https://maps.google.com/?cid=10949653306702715047,"c(""finance"", ""point_of_interest"", ""establishment"")",finance,,0,,,0,finances,1fa1d905dcaaadb9cbcd6f3910387b0da2d6758c,CmRSAAAAxrxSSIqXGiE9SJpkN_juAXJyO0z_XcABiu28qqIMDA0j-VwbrMZO-wl0qOLmNf9R8ASjP8tPhXuhAnP7kboO5qGhUGhAOw8R7EupwhSWHMK8TtWtWkBblD0yfFZV9uo5EhCeIWs3623qNKzpJfZQB4NwGhSgSticD5mLSZeihAXkLyHdMdoc2g,93048,2.4353953,48.8672675,
ChIJ7dtvY5gS5kcR0Hietj9L0A8,"271 Rue des Ruffins, 93100 Montreuil, France",Moto Club De Vincennes,+33 1 49 35 93 91,https://maps.google.com/?cid=1139493442743597264,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,c0624e6caef04326ec1dffa753c661cd17b3f19c,CmRRAAAAiEyXkrKU3m0hFOKAag2o24elWwQ_7LM8obgDPHnfhRqLw9OSXSORp0mPj-lnYlsc4bTzGOTN-pJYX9v9JAdF2zYqySiXgg9M7_7pN8UOwPlUysd9vsOGBAs3xzQO3NVyEhBe1Mcpt-7-n6277eNr777JGhS3IufTvvyla4n2x_bXVJ7e4JaCng,93048,2.4808207,48.8611919,
ChIJ7dZhnoJy5kcR1iarytFnSGQ,"20 Rue Voltaire, 93100 Montreuil, France",DG Architecture,+33 1 48 57 23 23,https://maps.google.com/?cid=7226139752862000854,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,530a1a57ddb6d20308f1cee3b71716c7055206f8,CmRRAAAAzgSUy7lfbkoqTVKKypw1rCu_PjFLYL8VuwYIC5cRoBDR_g2qDkKPkWCzprB7tkMc7XzZnIXRKAvaYJNHaMKY_BVeNoC3ddCxdT7rrpuvr0R3lePXlP-ikj25nHCP7QMsEhAK_XLItTwBS_B9VwaC2XBFGhQhJeInFn8by_1C78lpL5LA9ojxqg,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcR4-LaHHDirlE,"20 Rue Voltaire, 93100 Montreuil, France",Imagine,+33 1 48 57 60 90,https://maps.google.com/?cid=5885890734168138467,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,f3e3c49dcfc5e789b11e9465f0795963e64919f5,CmRRAAAAkN1LF36dE8iHIDHoMK0siQAqwLC58ieArd0gmv15xREm4k6_FANE9SH-ePQwFxNFSChUSctGGdKesujjVBkll5EzrB3Lt1e1C0SwSmoTGBVGa7aXLQeiyWhy7NgXQ6lLEhCAT7yGtuKEm3qAq9n-fUcqGhTROO2tmk1zTGMJtd8XtKEHblbF6w,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcR9obx_NcCt6o,"20 Rue Voltaire, 93100 Montreuil, France",Chazelle Eric,+33 1 42 87 49 28,https://maps.google.com/?cid=12301304033870710518,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,076ce3952e1b6c2a316c152d708854af60c5edea,CmRSAAAA-BZvHjrw1e5F1iVAcRB1eqec_vLfK1-JSDkmHGNI1Tw23FTeAX83xV_4uRjU9yTtQeyhy2ojbOupo2KkaX8rk4QoipOP2u7HAo77uCquzu-TlXcu4_CN5xuWQDrtIj5REhAR5dusj1gBaJpj7hsM00ETGhTk5Vgkz6KDiPRS0CmkhcbGcQuEXA,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcR9qDG94BfxwU,"20 Rue Voltaire, 93100 Montreuil, France",Girousse Martine,+33 1 42 87 48 07,https://maps.google.com/?cid=416406498072502518,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,172356f85dd4051373a67930b92b0f5040325d26,CmRRAAAAr1xKVxDlpAtnaw7cNQJhxMysctR7D2Op2YpS1JJ37GerZ4YwHATJEBswbAKZkihcZJ06-Xeh2cWPl4khG9j-Z32Kn5nLGz_i42TrE2s6s3JEkggd10Iqashe5vLaOyLrEhBCuqtypEgea08wMNTzpOCMGhT3M5vqrqrZrCzzy-Z0MvBMVD_R4A,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRAAhAbNdS2-Y,"20 Rue Voltaire, 93100 Montreuil, France",Jessie Electronique,+33 1 48 59 27 39,https://maps.google.com/?cid=16634980733810640896,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,dd03e2cb8eae96ccc1be50e055e7b24edfa06f33,CmRSAAAA4_1vG_heAV2hMFZuAJ4PeoaPuH6OGAi8n9gaYZe5dITnG416XWkb_nVr74fd24qM6twIfFAeQ6JqVxQQUmiM64dqr-26SS8LNSXugkILtQLWGX3uG4-3lFNvpzuOfe3PEhCiVrY-jLy0Ta8cN7HWKRJnGhSOGkGMTT8AOVp-O3bOq9HL3dzeBQ,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRaUJuyCpXlR4,"20 Rue Voltaire, 93100 Montreuil, France",Brain Candy Sarl,+33 9 53 01 91 74,https://maps.google.com/?cid=2203763433930637929,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,2350bd5f160060906d0c055df08d9be377b10dba,CmRRAAAAqmCOIj_zDKeTrLinIEMAPWDTot6J2DBgLHl2_Lz7LGNU6f0TYRUpd3XD4tt0pA6vdgjlk9Iy3kP9ipwFV8xXjsBg4z-HdKX6LZPwAl-_z1WAbZx5zY_DVPGAAlzmrGqsEhDLL2zRL7QTk0u9rJCI4DweGhR48FkYu2fSSZxIrrsZjWQNecWjeg,93048,2.4213588,48.8544117,
ChIJ7dZhnoJy5kcRC2jNs0DDBR4,"20 Rue Voltaire, 93100 Montreuil, France",Drôles de trames,+33 1 42 87 48 07,https://maps.google.com/?cid=2163349878683297803,"c(""point_of_interest"", ""establishment"")",establishment,5,2,314.5,314.5,1_4,établissement,762bc6a65438d0a8fd8cbb6ed9f34656746fb5dd,CmRRAAAAt4Cz34rkF5xT45izy-pmeqxXKKMyqhT_uJ9hcxuKzkknVJuXcYA85fg82VYz_z8tK2YLeXJDr3nAbZ3Q-jg0TBGEvRhth584lldMqtU9G8fbrZlgOW9AFZZ6yx-ZN8bwEhBC1Yo8h6saXEQTai3PMDWaGhTi5AGlE3WhLwm8GNlSJw2HmTBo7w,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRDrOe0qvnmZU,"20 Rue Voltaire, 93100 Montreuil, France",Plus d'Images Prod,+33 1 48 59 62 73,https://maps.google.com/?cid=10779901908247032590,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,5e47b398c419f241450c17154f4c8eeec89cf6a7,CmRSAAAAivZ0AF7P3ctevIxe35ud9VWA4goj4VGbfmI-9nUG1wCN-MvEHA4HVpy43UbITJjTFXlugGdhH9yXmFfnHnHtCV8oF1PjWjZcsJNuKDD6iuHT2MLFDyYM-1DLdPTcElbfEhDZVx9G50xtfSj_oiUg0Ub-GhTYIzhQCpY5dVZamVb0CPDUNgKTMw,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcREHgpZbSobb0,"20 Rue Voltaire, 93100 Montreuil, France",Sci Du Cap Voltaire,+33 1 42 87 44 72,https://maps.google.com/?cid=13649751538374637584,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,dbe2799bf0747cc19afccf2e57b14e04055e7116,CmRSAAAAPkOpTVlj_DfFB3gVnoqPI2kIRL1rRQOSZXjMM2AtSWlBlXhFZbq2jmaRDXfVGV1jaHEbrp0b4gkCmOg7fMzWl01rI15Cc0URixa1CdR0aSBmyduOGQTQWOG5BLL-ASBLEhCM75H8Hk2IblmgILps7GH9GhTkOXHRu8Xs5_3NwivtUQVEzXyaYw,93048,2.4214017,48.8544138,
ChIJ7dZhnoJy5kcResvXywiSfPs,"20 Rue Voltaire, 93100 Montreuil, France",Gantillon Lionel,+33 1 49 88 08 79,https://maps.google.com/?cid=18121519567109344122,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,554b732ddb201e8b2917bce9af25f3c95b5609b6,CmRSAAAA9qeucRKal3_M-j76o1doMyWy3DQDqM-MoodLcsZFEz3iDEUqaD3SrK-lJn1B-i9g0rzMgL1pTb1DsaRX3oMeFT8qXC3mQ1-JSn_ABzIFFOxPae5vLDhU2j-GKihy5UhHEhCwZ0G7x7HbASKyZP-oFoL0GhT5AuS-T9BHnUqkSBDoW4A3HIHzZQ,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRfdW5pNHR_Pg,"47 Avenue Pasteur, 93100 Montreuil, France",Éditions Théâtrales,+33 1 56 93 36 70,https://maps.google.com/?cid=17941445713879225725,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,d23221ed26f0d7ea78a2ab474f522bfe8c4e5f00,CmRSAAAA7zY11EvKTTYEgjZwrBegkAtxLuVl98mqkDIIF27l8UFAOgK8FFCnsNU4om0lwMNe7WJdHGiE6GD2RXu7HJYYgJ2clbnr8uUt9ShLfc6KeYm1MmJ5b0TjzyvSR6vQ8ygkEhDd_R6WP27-CdJE97PLDWLfGhT1wLx8pgHSawHjPtfLoejdIve7CQ,93048,2.4369028,48.8653474,
ChIJ7dZhnoJy5kcRfIML6vYdAhs,"20 Rue Voltaire, 93100 Montreuil, France",2 B Consultants,+33 1 43 60 01 01,https://maps.google.com/?cid=1946150935303259004,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,f4afa635237aae717aaa65b38b04817f6b1832c2,CmRRAAAADPHy6yPHA7Zq3mEY_9nbv0r0bq-Luw6aK9VBgVPy_UpphzLVNYJx5AZv_4WtdB23RwLuZVPdVnz0-7gzBGRuJuYke251R_BoHPEvBVRc0As5slCZ1FiOMU1LrZuCht4aEhA8pDjRAOa7jPcqC_mJUIsMGhRV4baK6l2IMvI1DzCTLkLGIQopSA,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRHbM9OgIKRTo,"24 Rue Saigne, 93100 Montreuil, France",Flury Paul,+33 1 42 87 37 69,https://maps.google.com/?cid=4198773232276189981,"c(""point_of_interest"", ""establishment"")",establishment,5,1,417,417,1_4,établissement,00e3f16dfc01d78e78bdb387c44b3518127acdf5,CmRRAAAA0oW3eppVTQ8JFOwmDrICnyDqAJDcv6xqFDp20yVxuxK9ZrKL7-NHYK18RFcKCJYRwZCp7sJJAf05BXmpdLtr_XPD56G8gBXuLAd7StIUzuns--d4UTHzykrdKTVxskrPEhB2XJWhLGkSjn9EGrlN3WWOGhRaIgmlXcl28RWefP01OF48pZMb9w,93048,2.4419677,48.8538511,
ChIJ7dZhnoJy5kcRhM4jj6JtjzA,"20 Rue Voltaire, 93100 Montreuil, France",Costard Philippe,+33 1 48 57 79 20,https://maps.google.com/?cid=3499135980443782788,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,6c1a7593c8eacd1495916cc128de13d94f3d9286,CmRRAAAAF6acmVr3jyDWzRinvhZ44noNKO9QPIGnvvLBoXOn-B8jBroSvaL_ZS-tjhiMwTxI4yrO3V9fskW_QELi1dJYNQD8YJJ6n9lfzpvD4dUTIqnCNeFUsvh3ZCat1Eylxx3HEhAzYfBFsF4zCPILa7nOugwtGhRrBj-184YSMfwY2xMv-jQCtzBvYA,93048,2.4213433,48.8544147,
ChIJ7dZhnoJy5kcRj3e61fTPAqU,"20 Rue Voltaire, 93100 Montreuil, France",For Event,+33 1 48 44 48 70,https://maps.google.com/?cid=11890294616676267919,"c(""point_of_interest"", ""establishment"")",establishment,5,1,258,258,1_4,établissement,21f78e1a280a44fa21174e866f191a1e97d12018,CmRSAAAAElu9pLq6mPp9s1XmV7uWVOkGXm1-72wLB0dSK4NwLkhHB7fxL6pe1weOYKzwJleeJ5uUIoewqi1NpqgYTmkLvTYJpSvz-EuENtLmYaLYSBe4LKuAJ7_29I16M6noly_3EhAifCHYsSs65MzJntoqos03GhQydASxE0egl32TZS_0oLc62GO8PA,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRjN0BU3S1a4o,"20 Rue Voltaire, 93100 Montreuil, France",Raynaud Henri,+33 1 42 87 49 28,https://maps.google.com/?cid=9974265310955560332,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,3e51ee169ad199bc2981aa39bcffc9550d3ddcd6,CmRSAAAAue9R1fYUL2jiATN7dmFMr0BOl-y6q69Ch0ptRj9FNlvIwd8afR6FRPIX7VGJoNgZ5lWQmPTRqtJUTXHc3EUQFHCP4Ths-vel-UIW1Mo1nksewYlmt0Xbg6MGGa2JQAoCEhBWwvSH2AMzW7BsHxAS6Z2aGhRUdlPdCvljRYy3mk0n2EKLVIRqZg,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRktroLF1TcaY,"62 Rue Planchat, 75020 Paris, France",Lankry architectes,+33 1 56 58 18 01,https://maps.google.com/?cid=11993458942314863250,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,7fce1700bd57b7b6725f2f57e01f0700f4fa7c70,CmRSAAAAE5VK1I37JFFI7VFjiS7gCWZyRXVKx3n5jqzbn64HHWQivDBQsPX-oa5rCp_WpUA_JZAvAoLBC0XP9ofFZDrfs2Mg3SQJjlBzurIKftRwMLIfVPx7wrvrJ9uk2yBEO9yGEhAZcPKW02K4jTWITPTJoH2gGhRH_Xt50wf0dQUvo69bfIoi8C3H6A,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRlf2TpQUlODU,"20 Rue Voltaire, 93100 Montreuil, France",EKLA Production,+33 1 48 70 47 00,https://maps.google.com/?cid=3834855788888980885,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,4725c377cf9aea4c649e6017cbf9b8396be89bf2,CmRRAAAAA0gRpoWv2IVqnJzyxYBrsrHmklMIsCB7AZRixyNHHJMta6dJtoIsQpnCG1-dhrVVrJmkJvURBUqSfFs80FfahiXbIrqGuBsu7KYi8WvXrtBhhDAk2YrIOQnstHtlR1y0EhA0Vuu8XTsZg5huY6gZWnT2GhR_0M_rHXsoLXFWjBfRg6PaYlJs2g,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRMcmEffWPuns,"20 Rue Voltaire, 93100 Montreuil, France",Lavirotte Jérôme,+33 1 48 57 71 62,https://maps.google.com/?cid=8915596696868931889,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,4ebf68cf05aeca3f121d0872ba97b287ce2752d9,CmRRAAAAr1iSE5x8SBh9oEgJuqHSAcsjwD_lOlL5ZcGh4ffbqIkA0hQVwS_r5XkzDGWkpdj2OCBVdqZ86MHzjEZ9HTrl5KQVkK2TVFFE5YyzB1ZO145kbyP3-HWeg1sQWEvBe7PiEhAgenhpWmpRZ7xvPddCTAzrGhSRcfNHNL37gf4spjf6ry48ExjI5g,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRO_qYUjDLhko,"20 Rue Voltaire, 93100 Montreuil, France",Urband,+33 1 42 87 30 27,https://maps.google.com/?cid=5370203014090521147,"c(""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",home_goods_store,,0,,,0,magasin d'articles de maison,e7a22379a075cb2e016b5ee5eada98f2d9eb5ddc,CmRRAAAAYTqY823ACAy4yNKIJ9SwAkSpyUgjJS65FhB98dhYt7Jedwv3gnoA27CaZJQ-KSDLtx1l-w70JgJOWcwbL7Wv0VbkuBf1yRZV8Lr_qQI0_6nnsTgU4a_NrBzhf91dolmpEhDz3_HbHNpLMUSc3GAy0rrpGhTPahIiD0x69OmINnyW8EIWk8GKbw,93048,2.4213433,48.8544147,
ChIJ7dZhnoJy5kcRPrWpfA2hYwM,"66 - 72 rue Marceau, 93100 Montreuil, France",Afrique Verte,+33 1 42 87 06 67,https://maps.google.com/?cid=244215884106282302,"c(""point_of_interest"", ""establishment"")",establishment,3,1,809,809,1_4,établissement,486bbb3b4ead22efbb525509ecfdb10a0506b080,CmRRAAAAZ8n6qRpCNv5FsL2GiLpj2vJQipPR0_d5OGEaRfEIU3YMElkqGLgTFYtT1b_vS6V-DbjUtp2udnXIiE4ONlrGY-brhFdashtpGRsn1-DhGFc3oEH21g2LdCK2ASBigicWEhDpFIU3-D7_r-FTJsbF6B2yGhROXN3bcuu4n-f2gPDvimpsi_zC9Q,93048,2.4258443,48.8520223,
ChIJ7dZhnoJy5kcRQYbQn8KCeDM,"20 Rue Voltaire, 93100 Montreuil, France",Mazellier Thierry,+33 1 48 18 78 92,https://maps.google.com/?cid=3708858065556112961,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,8a5144e086809cb76edf598cba31a80f96bdc638,CmRRAAAAYEB-e9h_0NEpeNVXJdbdZ1Tf_yhOq25IDGqU-oIUAJ_qnHnwuspYbhrXfTgDMMnrczDZUWRLEI0_aKXgoJ0ix0Is2sNVfC1i44cOsvIc9l73UXVgxX8GunRc8TSWVaKXEhBY_FhfNUKL-ANb0kQL6CWgGhQcVhGu9U3NKqsURhye4qYZS6Mgug,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRrc2ZNafOGlw,"20 Rue Voltaire, 93100 Montreuil, France",Brunel Yann,+33 1 48 70 47 98,https://maps.google.com/?cid=6636844218437979565,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,9b417b71f95f430093efc4be1b08d2acccbceccf,CmRRAAAAMUxFyPBc55XZqGmQtQsUOC2Q7-VYLave9TxY_fjy1oicaTUqipU5YH8b4-Zgy_GdD2UGauFUFSAEJmfsfSWIascSqm9wABR3yQqcStXDQR_N4UV1KhXPoeis-ArRofU0EhCzALCSMXNQY0cwmpIozmKSGhStVBjXfjGvlIVfBnx-YviX-Hl5jg,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRsUdXKxa30BM,"20 Rue Voltaire, 93100 Montreuil, France",TC Graphite,+33 1 41 58 60 50,https://maps.google.com/?cid=1427842387720751025,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,9dd1b502859d2bd7361dd91f4e70f64cdf5b6b8d,CmRRAAAAOdRK0MgDlM6IXGF4FXzc1Q-tdBxAE2ZPRytBS8F3D5V8ZKb2-t3zSX8MxiYwjMkrS8m1qqMW6yAvXRl1FwJwIprDcDcRXUmCEVLZb3m2ngZr_3xX89HbvV-0gPe0SaVGEhC0HicU2KOCT4oB7Eja2lFFGhS19SGn7Wyta0JmpAzOk05CoEcrHA,93048,2.4213433,48.8544147,
ChIJ7dZhnoJy5kcRtRzzRmHdpWo,"20 Rue Voltaire, 93100 Montreuil, France",Polsinelli Valeria,+33 1 48 70 04 10,https://maps.google.com/?cid=7684791749049523381,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,08067b2d61355c17907a1c4e60e176b72510a5b3,CmRRAAAAKSIIpWcLU7RdnIGOa1xK_7nd-Ww1dF_KhMBvH4fvQdgl7jhu-H7GHcC54eqoK1ZmfSB9UJNNwesskY9DzzZHY-KkhH5YzCsWWQm0zHpxKWZ3IhvLxodSAG-UgEdoKB01EhBfebN--s_yWof__RsKC8ggGhQOxtOdhnKrvCFlo3eeFmCTgKBOog,93048,2.4213433,48.8544147,
ChIJ7dZhnoJy5kcRuPP2eA5mYgc,"20 Rue Voltaire, 93100 Montreuil, France",Sarl Studio Moneger,+33 1 42 87 73 92,https://maps.google.com/?cid=532099918328165304,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,903025ed6a46661d8263ee721efdc36f4f7e83a5,CmRRAAAAMB3kyEo4U9PLO49objxq9J7hoV_rKDFjiWJdAPESEohIqS2EQs5mYhSqlRqhUtz5orgQ9Jddi8YQuBge-gNTOThhZa9kSmmWO-ehPOmAPa4WUZLN5FIn4KiUDASaD1mfEhCv3v-TeNVrlD4KZua-ENrYGhQMXdjDdQstxF6xE9pevtBkH4XOxw,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRXJQWIyGI3Hc,"20 Rue Voltaire, 93100 Montreuil, France",Nation Commun,+33 1 42 87 82 63,https://maps.google.com/?cid=8636927861293749340,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,ed300a542550963d091cbbcb6239672ef5a5efca,CmRRAAAAuBKiZYiTPDvXikaVBecTCqenjlt_HwquH27nk4fHSZYT1QPqg5l5xBkxEOmsp7aPIhFXhcKzUYP-tHCgCjpuT6cpu5N8XlVefuPyR2bE5UQ0RqW2AsecfXjxpcytoLG-EhDKJCQRyPfJawDq6EWnV7JhGhTt_mF6w-tu6bMuLoKMxk87hLCjqQ,93048,2.4210174,48.8542541,
ChIJ7dZhnoJy5kcRZCzPoSG0Be4,"20 Rue Voltaire, 93100 Montreuil, France",Calvera José,+33 1 42 87 48 07,https://maps.google.com/?cid=17151312812452031588,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,ee97113d861fbd508a0ecd5dab8708380ec94578,CmRSAAAAwKXfj1iRxFygjiar0dQ99bZ4gn7VrxJo9qVkdjoYZMyljFWYLlHGa3l71xkagSqtL2_BzZ5zpiOTUYKQ7L1ZKSnU1rhUrDEfh5bgBV5AE7dPP3Sq1qri0y_QVVh2_AnxEhD9vfTesTOfzf9yZcY9ePOeGhToJx9rtkktz5nEkC-SiFtNHbiWHw,93048,2.4210174,48.8542541,
ChIJ7eSbTp1y5kcRPqUZxylY7r0,"51 Rue Robespierre, 93100 Montreuil, France",Ferbos Pierre,+33 9 54 24 73 68,https://maps.google.com/?cid=13685973254082766142,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,3d3d28beda176f8d1dbf90f41fc4085d2d3b8c2b,CmRSAAAAnTvHDWr-q8EAgcBzJlIahaC_z0_62aSRlJLT3Wf8iTJKbYMAAqEsx2W215IQYC7yiRTm5Z5Q1cCV_L-d0c2T7cMez98gH_KiUJP5fqZa5YVitLGzK2RUUIRJExOAnzoWEhDWsBqdwXQZtLZ-o9IZ-SjUGhRRx37qLTiIyKFLdh0_kkApJytGLg,93048,2.4233005,48.853695,
ChIJ7eT6wn1t5kcRovFhrmYC7KE,"93100 Montreuil, France",La Petite Marmite,NULL,https://maps.google.com/?cid=11667703374645686690,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,a9f760c2cd9e4a7d839ac0a3f54a7cb20d694cd6,CmRSAAAALjfEixkMQACbQgVAN2fLTGfOjQqomE4NurZW5k2cRa2uJC3lPsU56AeYhUHzZNGM94rK1wFAi7-dG_blY2dkzcmqrh9xh-ymj6FacgPeP2ro1SzEVxdHrNrq6IzK8gb9EhBwzcvWMe4sUqIk5hSRiGHDGhQbCPKM4QFAf-ZSuF9xe2Wj3jrTog,93048,2.4184109,48.8560869,
ChIJ7f_xeX1t5kcRHiB8F1rzSA0,"205 Rue de Paris, 93100 Montreuil, France",Le Nouveau Shanghai,+33 1 48 18 19 88,https://maps.google.com/?cid=957282489082847262,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",meal_takeaway,3.4,5,130.4,72,5,repas à emporter,07a7ee6e253b2b4d86f6acc05acc2632be9fdfa1,CmRRAAAAYx5SGAnrOh4THfdcwyt9PDzyK91aX9bdesJw8iigQpq5MafFnrZqmd4dyiDkU-fVz9O0tFOJRDCYMwBbAG_PAbvowJ0bmEjzz2hRH5x0zT7X1aH0sfakxB9DHealAfOFEhBX6nAPmVC9ImKvYBkMYev3GhS1Cfrwj9T8_SkEaEASGLTmwR_Hjg,93048,2.4205813,48.8551899,271
